instance_id,attribute,task,feature,r,side,actor_uid,attr_value,per_clip_F,n_frames,g1_csv
height_root_translate_peak_vel_walking_A428,height,walking,root_translate_peak_vel,-0.2880073090060775,high,A428,183.0,2.4007296562194824,400,g1/csv/230713/quip_270_R_002__A428.csv
height_root_translate_peak_vel_walking_A127,height,walking,root_translate_peak_vel,-0.2880073090060775,high,A127,183.0,2.828436851501465,956,g1/csv/230119/idle_crouch_loop_103__A127.csv
height_root_translate_peak_vel_jogging_A019,height,jogging,root_translate_peak_vel,-0.27959626431973206,low,A019,165.0,452.6531982421875,13947,g1/csv/220705/Loop_Forward_Jog_001__A019.csv
height_root_translate_peak_vel_jogging_A451,height,jogging,root_translate_peak_vel,-0.27959626431973206,low,A451,167.0,448.6456298828125,284,g1/csv/230907/jog_ff_start_180_R_very_fast_003__A451.csv
height_root_translate_peak_vel_jogging_A443,height,jogging,root_translate_peak_vel,-0.27959626431973206,low,A443,167.0,332.235595703125,451,g1/csv/230905/jog_ff_stop_180_R_001__A443.csv
height_root_translate_peak_vel_jogging_A029,height,jogging,root_translate_peak_vel,-0.27959626431973206,low,A029,155.0,322.8622741699219,672,g1/csv/220720/jog_forward_start_002__A029.csv
height_root_translate_peak_vel_jogging_A093,height,jogging,root_translate_peak_vel,-0.27959626431973206,high,A093,188.0,1.3017852306365967,526,g1/csv/230102/jog_arc_cw_loop_004__A093.csv
height_root_translate_peak_vel_jogging_A072,height,jogging,root_translate_peak_vel,-0.27959626431973206,high,A072,191.0,1.645416021347046,250,g1/csv/221118/jog_ff_start_180_R_004__A072.csv
height_root_translate_peak_vel_jogging_A063,height,jogging,root_translate_peak_vel,-0.27959626431973206,high,A063,191.0,2.933368682861328,200,g1/csv/221116/jog_ff_stop_225_004__A063.csv
height_root_translate_peak_vel_jogging_A023,height,jogging,root_translate_peak_vel,-0.27959626431973206,high,A023,190.0,3.1694817543029785,645,g1/csv/220713/jog_backward_start_002__A023.csv
height_root_translate_peak_vel_dancing_A310,height,dancing,root_translate_peak_vel,-0.2339319589547657,low,A310,163.0,223.7671356201172,567,g1/csv/230411/dance_basic_double_slide_270_R_fast_002__A310.csv
height_root_translate_peak_vel_dancing_A317,height,dancing,root_translate_peak_vel,-0.2339319589547657,low,A317,168.0,223.3557586669922,1132,g1/csv/230413/dance_hiphop_padeburee_R_002__A317.csv
height_root_translate_peak_vel_dancing_A464,height,dancing,root_translate_peak_vel,-0.2339319589547657,low,A464,164.0,221.611572265625,1586,g1/csv/231006/dance_blinding_lights_004__A464.csv
height_root_translate_peak_vel_dancing_A323,height,dancing,root_translate_peak_vel,-0.2339319589547657,low,A323,169.0,219.84066772460938,1051,g1/csv/230414/dance_basic_slide_270_R_loop_fast_001__A323.csv
height_root_translate_peak_vel_dancing_A067,height,dancing,root_translate_peak_vel,-0.2339319589547657,high,A067,190.0,15.16740608215332,1709,g1/csv/221117/dancing_routine_2_004__A067.csv
height_root_translate_peak_vel_dancing_A055,height,dancing,root_translate_peak_vel,-0.2339319589547657,high,A055,188.0,17.764785766601562,440,g1/csv/221012/dancing_routine_1_003__A055.csv
height_root_translate_peak_vel_dancing_A039,height,dancing,root_translate_peak_vel,-0.2339319589547657,high,A039,188.0,18.820598602294922,2644,g1/csv/220727/dancing_routine_2_002__A039.csv
height_root_translate_peak_vel_dancing_A309,height,dancing,root_translate_peak_vel,-0.2339319589547657,high,A309,187.0,19.05364227294922,237,g1/csv/230411/dance_basic_second_entry_position_R_001__A309.csv
height_root_translate_peak_vel_kneeling_A024,height,kneeling,root_translate_peak_vel,-0.1807703923775488,low,A024,162.0,130.8245849609375,613,g1/csv/220713/kneeling_start_001__A024.csv
height_root_translate_peak_vel_kneeling_A048,height,kneeling,root_translate_peak_vel,-0.1807703923775488,low,A048,166.0,113.42459106445312,627,g1/csv/221010/kneeling_stop_001__A048.csv
height_root_translate_peak_vel_kneeling_A032,height,kneeling,root_translate_peak_vel,-0.1807703923775488,low,A032,166.0,100.76480865478516,693,g1/csv/220720/kneeling_stop_002__A032.csv
height_root_translate_peak_vel_kneeling_A036,height,kneeling,root_translate_peak_vel,-0.1807703923775488,low,A036,150.0,100.45960235595703,860,g1/csv/220721/kneeling_start_004__A036.csv
height_root_translate_peak_vel_kneeling_A039,height,kneeling,root_translate_peak_vel,-0.1807703923775488,high,A039,188.0,1.002103567123413,1610,g1/csv/220727/kneeling_loop_003__A039.csv
height_root_translate_peak_vel_kneeling_A123,height,kneeling,root_translate_peak_vel,-0.1807703923775488,high,A123,188.0,1.0665427446365356,606,g1/csv/230118/kneeling_loop_003__A123.csv
height_root_translate_peak_vel_kneeling_A189,height,kneeling,root_translate_peak_vel,-0.1807703923775488,high,A189,187.0,1.202778935432434,1045,g1/csv/230214/kneeling_loop_002__A189.csv
height_root_translate_peak_vel_kneeling_A168,height,kneeling,root_translate_peak_vel,-0.1807703923775488,high,A168,187.0,1.6065095663070679,1131,g1/csv/230201/kneeling_loop_002__A168.csv
height_ankle_rom_jogging_A029,height,jogging,ankle_rom,-0.315051709980051,low,A029,155.0,82.24958801269531,827,g1/csv/220720/arc_jog_left_loop_002__A029.csv
height_ankle_rom_jogging_A018,height,jogging,ankle_rom,-0.315051709980051,low,A018,148.0,81.10681533813477,10418,g1/csv/220705/Loop_Backward_Jog_001__A018.csv
height_ankle_rom_jogging_A543,height,jogging,ankle_rom,-0.315051709980051,low,A543,167.0,81.07635498046875,755,g1/csv/240529/proud_jog_ff_180_R_001__A543.csv
height_ankle_rom_jogging_A024,height,jogging,ankle_rom,-0.315051709980051,low,A024,162.0,77.56371307373047,803,g1/csv/220713/jog_sideway_135_stop_004__A024.csv
height_ankle_rom_jogging_A093,height,jogging,ankle_rom,-0.315051709980051,high,A093,188.0,0.4049418568611145,526,g1/csv/230102/jog_arc_cw_loop_004__A093.csv
height_ankle_rom_jogging_A063,height,jogging,ankle_rom,-0.315051709980051,high,A063,191.0,0.49076108634471893,200,g1/csv/221116/jog_ff_stop_225_004__A063.csv
height_ankle_rom_jogging_A072,height,jogging,ankle_rom,-0.315051709980051,high,A072,191.0,0.5649037957191467,250,g1/csv/221118/jog_ff_start_180_R_004__A072.csv
height_ankle_rom_jogging_A023,height,jogging,ankle_rom,-0.315051709980051,high,A023,190.0,4.140936017036438,645,g1/csv/220713/jog_backward_start_002__A023.csv
height_ankle_rom_jumping_turning_A018,height,"jumping, turning",ankle_rom,-0.25725718289046684,low,A018,148.0,83.31208038330078,4352,g1/csv/220705/Jump_Left_002__A018.csv
height_ankle_rom_jumping_turning_A029,height,"jumping, turning",ankle_rom,-0.25725718289046684,low,A029,155.0,77.1368637084961,514,g1/csv/220720/turn_jump_135_002__A029.csv
height_ankle_rom_jumping_turning_A021,height,"jumping, turning",ankle_rom,-0.25725718289046684,low,A021,155.0,67.54249382019043,304,g1/csv/220713/jump_sideway_135_002__A021.csv
height_ankle_rom_jumping_turning_A026,height,"jumping, turning",ankle_rom,-0.25725718289046684,low,A026,145.0,64.16462135314941,670,g1/csv/220714/jump_left_003__A026.csv
height_ankle_rom_jumping_turning_A039,height,"jumping, turning",ankle_rom,-0.25725718289046684,high,A039,188.0,3.7333496809005737,420,g1/csv/220727/jump_sideway_135_001__A039.csv
height_ankle_rom_jumping_turning_A025,height,"jumping, turning",ankle_rom,-0.25725718289046684,high,A025,199.0,8.517926692962646,477,g1/csv/220714/jump_left_004__A025.csv
height_ankle_rom_jumping_turning_A067,height,"jumping, turning",ankle_rom,-0.25725718289046684,high,A067,190.0,25.947699546813965,647,g1/csv/221117/turn_jump_270_006__A067.csv
height_ankle_rom_jumping_turning_A035,height,"jumping, turning",ankle_rom,-0.25725718289046684,high,A035,198.0,26.9766263961792,287,g1/csv/220721/turn_jump_090_003__A035.csv
height_ankle_rom_climbing_box_A049,height,climbing box,ankle_rom,-0.2521390787521288,low,A049,156.0,77.08418273925781,404,g1/csv/221011/come_down_50cm_box_R_002__A049.csv
height_ankle_rom_climbing_box_A160,height,climbing box,ankle_rom,-0.2521390787521288,low,A160,169.0,74.83951187133789,492,g1/csv/230131/come_down_50cm_box_R_003__A160.csv
height_ankle_rom_climbing_box_A141,height,climbing box,ankle_rom,-0.2521390787521288,low,A141,168.0,74.36421966552734,512,g1/csv/230124/lift_crate_come_down_50cm_box_R_001__A141.csv
height_ankle_rom_climbing_box_A165,height,climbing box,ankle_rom,-0.2521390787521288,low,A165,169.0,73.83324241638184,359,g1/csv/230201/come_down_50cm_box_R_003__A165.csv
height_ankle_rom_climbing_box_A051,height,climbing box,ankle_rom,-0.2521390787521288,high,A051,189.0,10.22196340560913,283,g1/csv/221011/come_up_50cm_box_R_002__A051.csv
height_ankle_rom_climbing_box_A050,height,climbing box,ankle_rom,-0.2521390787521288,high,A050,182.0,35.28511047363281,443,g1/csv/221011/come_up_50cm_box_R_002__A050.csv
height_ankle_rom_climbing_box_A232,height,climbing box,ankle_rom,-0.2521390787521288,high,A232,181.0,40.18456840515137,695,g1/csv/230301/come_up_50cm_box_R_002__A232.csv
height_ankle_rom_climbing_box_A161,height,climbing box,ankle_rom,-0.2521390787521288,high,A161,188.0,41.095126152038574,438,g1/csv/230131/come_up_50cm_box_R_003__A161.csv
height_ankle_rom_jumping_A415,height,jumping,ankle_rom,-0.23104707098178714,low,A415,165.0,83.59343338012695,703,g1/csv/230531/jump_over_obstacle_1_5m_L_002__A415.csv
height_ankle_rom_jumping_A018,height,jumping,ankle_rom,-0.23104707098178714,low,A018,148.0,80.72240447998047,5939,g1/csv/220705/Jump_Right_002__A018.csv
height_ankle_rom_jumping_A418,height,jumping,ankle_rom,-0.23104707098178714,low,A418,168.0,79.34716033935547,685,g1/csv/230710/high_jump_R_001__A418.csv
height_ankle_rom_jumping_A029,height,jumping,ankle_rom,-0.23104707098178714,low,A029,155.0,79.3055305480957,1174,g1/csv/220720/exercise_3__A029.csv
height_ankle_rom_jumping_A409,height,jumping,ankle_rom,-0.23104707098178714,high,A409,184.0,0.2634047418832779,460,g1/csv/230529/jump_ff_360_R_004__A409.csv
height_ankle_rom_jumping_A408,height,jumping,ankle_rom,-0.23104707098178714,high,A408,183.0,0.2899652421474457,460,g1/csv/230529/jump_ff_360_R_004__A408.csv
height_ankle_rom_jumping_A353,height,jumping,ankle_rom,-0.23104707098178714,high,A353,193.0,25.218684196472168,1184,g1/csv/230425/jump_to_see_001__A353.csv
height_ankle_rom_jumping_A253,height,jumping,ankle_rom,-0.23104707098178714,high,A253,185.0,27.032885551452637,241,g1/csv/230307/jump_ff_180_R_003__A253.csv
height_ankle_rom_jogging_turning_A018,height,"jogging, turning",ankle_rom,-0.22536157699737586,low,A018,148.0,82.64559936523438,12218,g1/csv/220705/Turn_Start_Jog_0090_001__A018.csv
height_ankle_rom_jogging_turning_A029,height,"jogging, turning",ankle_rom,-0.22536157699737586,low,A029,155.0,81.59230041503906,635,g1/csv/220720/turn_start_jog_135_003__A029.csv
height_ankle_rom_jogging_turning_A021,height,"jogging, turning",ankle_rom,-0.22536157699737586,low,A021,155.0,74.62014389038086,527,g1/csv/220713/turn_start_jog_0135_001__A021.csv
height_ankle_rom_jogging_turning_A019,height,"jogging, turning",ankle_rom,-0.22536157699737586,low,A019,165.0,73.97354125976562,11706,g1/csv/220705/Turn_Start_Jog_0135_001__A019.csv
height_ankle_rom_jogging_turning_A055,height,"jogging, turning",ankle_rom,-0.22536157699737586,high,A055,188.0,36.55205726623535,702,g1/csv/221012/turn_jog_270_002__A055.csv
height_ankle_rom_jogging_turning_A067,height,"jogging, turning",ankle_rom,-0.22536157699737586,high,A067,190.0,38.8290901184082,403,g1/csv/221117/turn_jog_270_004__A067.csv
height_ankle_rom_jogging_turning_A034,height,"jogging, turning",ankle_rom,-0.22536157699737586,high,A034,183.0,42.335296630859375,362,g1/csv/220721/turn_start_jog_135_003__A034.csv
height_ankle_rom_jogging_turning_A060,height,"jogging, turning",ankle_rom,-0.22536157699737586,high,A060,192.0,43.82690620422363,446,g1/csv/221115/turn_jog_270_006__A060.csv
height_ankle_rom_walking_turning_A018,height,"walking, turning",ankle_rom,-0.1987447212920216,low,A018,148.0,63.504493713378906,15463,g1/csv/220705/Loop_Backward_Walk_001__A018.csv
height_ankle_rom_walking_turning_A029,height,"walking, turning",ankle_rom,-0.1987447212920216,low,A029,155.0,63.25176811218262,626,g1/csv/220720/walk_backward_start_002__A029.csv
height_ankle_rom_walking_turning_A460,height,"walking, turning",ankle_rom,-0.1987447212920216,low,A460,166.0,57.21401786804199,854,g1/csv/231005/baby_full_diaper_turn_walk_ff_360_start_R_001__A460.csv
height_ankle_rom_walking_turning_A019,height,"walking, turning",ankle_rom,-0.1987447212920216,low,A019,165.0,53.6812629699707,15530,g1/csv/220705/Loop_Backward_Walk_001__A019.csv
height_ankle_rom_walking_turning_A031,height,"walking, turning",ankle_rom,-0.1987447212920216,high,A031,192.0,1.2145764231681824,302,g1/csv/220720/walk_backward_start_003__A031.csv
height_ankle_rom_walking_turning_A025,height,"walking, turning",ankle_rom,-0.1987447212920216,high,A025,199.0,13.621673107147217,1538,g1/csv/220714/walk_backward_loop_006__A025.csv
height_ankle_rom_walking_turning_A519,height,"walking, turning",ankle_rom,-0.1987447212920216,high,A519,183.0,24.01085090637207,1115,g1/csv/231116/crutch_idle_turn_360_R_001__A519.csv
height_ankle_rom_walking_turning_A043,height,"walking, turning",ankle_rom,-0.1987447212920216,high,A043,190.0,29.727880477905273,1584,g1/csv/220728/walk_backward_loop_001__A043.csv
height_ankle_rom_gesture_dancing_A118,height,"gesture, dancing",ankle_rom,0.17245851359657033,low,A118,168.0,1.3717631101608276,271,g1/csv/230112/tarzan_003__A118.csv
height_ankle_rom_gesture_dancing_A438,height,"gesture, dancing",ankle_rom,0.17245851359657033,low,A438,169.0,1.4972379803657532,555,g1/csv/230112/tarzan_001__A438.csv
height_ankle_rom_gesture_dancing_A144,height,"gesture, dancing",ankle_rom,0.17245851359657033,low,A144,169.0,1.6389251351356506,503,g1/csv/230124/tarzan_003__A144.csv
height_ankle_rom_gesture_dancing_A187,height,"gesture, dancing",ankle_rom,0.17245851359657033,low,A187,169.0,2.1373732686042786,915,g1/csv/230213/tarzan_R_002__A187.csv
height_ankle_rom_gesture_dancing_A409,height,"gesture, dancing",ankle_rom,0.17245851359657033,high,A409,184.0,81.5290412902832,844,g1/csv/230529/kozak_dance_001__A409.csv
height_ankle_rom_gesture_dancing_A100,height,"gesture, dancing",ankle_rom,0.17245851359657033,high,A100,188.0,77.99969482421875,851,g1/csv/230103/kozak_dance_001__A100.csv
height_ankle_rom_gesture_dancing_A352,height,"gesture, dancing",ankle_rom,0.17245851359657033,high,A352,183.0,75.15413665771484,626,g1/csv/230425/kozak_dance_003__A352.csv
height_ankle_rom_gesture_dancing_A353,height,"gesture, dancing",ankle_rom,0.17245851359657033,high,A353,193.0,67.66584205627441,543,g1/csv/230425/kozak_dance_003__A353.csv
height_ankle_rom_dancing_A315,height,dancing,ankle_rom,-0.1653951340207359,low,A315,163.0,84.28318786621094,2993,g1/csv/230412/dance_latino_jive_sequence_R_003__A315.csv
height_ankle_rom_dancing_A464,height,dancing,ankle_rom,-0.1653951340207359,low,A464,164.0,82.9260139465332,1309,g1/csv/231006/dance_im_diamond_002__A464.csv
height_ankle_rom_dancing_A320,height,dancing,ankle_rom,-0.1653951340207359,low,A320,163.0,80.82546997070312,826,g1/csv/230413/dance_vouge_cat_walk_variation_180_R_002__A320.csv
height_ankle_rom_dancing_A071,height,dancing,ankle_rom,-0.1653951340207359,low,A071,159.0,79.95274353027344,1942,g1/csv/221118/dancing_routine_2_003__A071.csv
height_ankle_rom_dancing_A309,height,dancing,ankle_rom,-0.1653951340207359,high,A309,187.0,11.863311767578125,237,g1/csv/230411/dance_basic_second_entry_position_R_001__A309.csv
height_ankle_rom_dancing_A314,height,dancing,ankle_rom,-0.1653951340207359,high,A314,187.0,12.152140378952026,789,g1/csv/230412/dance_hiphop_dab_R_002__A314.csv
height_ankle_rom_dancing_A055,height,dancing,ankle_rom,-0.1653951340207359,high,A055,188.0,17.77270793914795,440,g1/csv/221012/dancing_routine_1_003__A055.csv
height_ankle_rom_dancing_A100,height,dancing,ankle_rom,-0.1653951340207359,high,A100,188.0,18.365473747253418,736,g1/csv/230103/egipt_dance_R_003__A100.csv
gender_ankle_rom_jogging_turning_A018,gender,"jogging, turning",ankle_rom,-0.3926848772996617,low,A018,0.0,82.64559936523438,12218,g1/csv/220705/Turn_Start_Jog_0090_001__A018.csv
gender_ankle_rom_jogging_turning_A029,gender,"jogging, turning",ankle_rom,-0.3926848772996617,low,A029,0.0,81.59230041503906,635,g1/csv/220720/turn_start_jog_135_003__A029.csv
gender_ankle_rom_jogging_turning_A165,gender,"jogging, turning",ankle_rom,-0.3926848772996617,low,A165,0.0,78.32205581665039,927,g1/csv/230201/jog_avoid_bump_spin_270_R_005__A165.csv
gender_ankle_rom_jogging_turning_A166,gender,"jogging, turning",ankle_rom,-0.3926848772996617,low,A166,0.0,77.96710968017578,744,g1/csv/230201/jog_avoid_bump_spin_270_R_006__A166.csv
gender_ankle_rom_jogging_turning_A268,gender,"jogging, turning",ankle_rom,-0.3926848772996617,high,A268,1.0,34.64432907104492,492,g1/csv/230313/turn_jog_270_R_001__A268.csv
gender_ankle_rom_jogging_turning_A055,gender,"jogging, turning",ankle_rom,-0.3926848772996617,high,A055,1.0,36.55205726623535,702,g1/csv/221012/turn_jog_270_002__A055.csv
gender_ankle_rom_jogging_turning_A266,gender,"jogging, turning",ankle_rom,-0.3926848772996617,high,A266,1.0,37.75856399536133,604,g1/csv/230313/turn_jog_270_R_002__A266.csv
gender_ankle_rom_jogging_turning_A067,gender,"jogging, turning",ankle_rom,-0.3926848772996617,high,A067,1.0,38.8290901184082,403,g1/csv/221117/turn_jog_270_004__A067.csv
gender_ankle_rom_walking_turning_A018,gender,"walking, turning",ankle_rom,-0.37758352930779504,low,A018,0.0,63.504493713378906,15463,g1/csv/220705/Loop_Backward_Walk_001__A018.csv
gender_ankle_rom_walking_turning_A029,gender,"walking, turning",ankle_rom,-0.37758352930779504,low,A029,0.0,63.25176811218262,626,g1/csv/220720/walk_backward_start_002__A029.csv
gender_ankle_rom_walking_turning_A030,gender,"walking, turning",ankle_rom,-0.37758352930779504,low,A030,0.0,61.732601165771484,630,g1/csv/220720/turn_start_walk_000_003__A030.csv
gender_ankle_rom_walking_turning_A140,gender,"walking, turning",ankle_rom,-0.37758352930779504,low,A140,0.0,60.28428077697754,775,g1/csv/230124/turn_lift_crate_walk_270_001__A140.csv
gender_ankle_rom_walking_turning_A031,gender,"walking, turning",ankle_rom,-0.37758352930779504,high,A031,1.0,1.2145764231681824,302,g1/csv/220720/walk_backward_start_003__A031.csv
gender_ankle_rom_walking_turning_A032,gender,"walking, turning",ankle_rom,-0.37758352930779504,high,A032,1.0,8.776168584823608,388,g1/csv/220720/walk_backward_start_003__A032.csv
gender_ankle_rom_walking_turning_A025,gender,"walking, turning",ankle_rom,-0.37758352930779504,high,A025,1.0,13.621673107147217,1538,g1/csv/220714/walk_backward_loop_006__A025.csv
gender_ankle_rom_walking_turning_A518,gender,"walking, turning",ankle_rom,-0.37758352930779504,high,A518,1.0,23.159762382507324,1745,g1/csv/231116/crutches_idle_turn_360_R_slow_002__A518.csv
gender_ankle_rom_jogging_A029,gender,jogging,ankle_rom,-0.35084902357338843,low,A029,0.0,82.24958801269531,827,g1/csv/220720/arc_jog_left_loop_002__A029.csv
gender_ankle_rom_jogging_A018,gender,jogging,ankle_rom,-0.35084902357338843,low,A018,0.0,81.10681533813477,10418,g1/csv/220705/Loop_Backward_Jog_001__A018.csv
gender_ankle_rom_jogging_A543,gender,jogging,ankle_rom,-0.35084902357338843,low,A543,0.0,81.07635498046875,755,g1/csv/240529/proud_jog_ff_180_R_001__A543.csv
gender_ankle_rom_jogging_A166,gender,jogging,ankle_rom,-0.35084902357338843,low,A166,0.0,78.04667282104492,737,g1/csv/230201/jog_avoid_bump_270_R_004__A166.csv
gender_ankle_rom_jogging_A093,gender,jogging,ankle_rom,-0.35084902357338843,high,A093,1.0,0.4049418568611145,526,g1/csv/230102/jog_arc_cw_loop_004__A093.csv
gender_ankle_rom_jogging_A063,gender,jogging,ankle_rom,-0.35084902357338843,high,A063,1.0,0.49076108634471893,200,g1/csv/221116/jog_ff_stop_225_004__A063.csv
gender_ankle_rom_jogging_A072,gender,jogging,ankle_rom,-0.35084902357338843,high,A072,1.0,0.5649037957191467,250,g1/csv/221118/jog_ff_start_180_R_004__A072.csv
gender_ankle_rom_jogging_A096,gender,jogging,ankle_rom,-0.35084902357338843,high,A096,1.0,0.9314713776111603,526,g1/csv/230102/jog_arc_cw_loop_004__A096.csv
gender_ankle_rom_jumping_turning_A018,gender,"jumping, turning",ankle_rom,-0.3276407534235852,low,A018,0.0,83.31208038330078,4352,g1/csv/220705/Jump_Left_002__A018.csv
gender_ankle_rom_jumping_turning_A029,gender,"jumping, turning",ankle_rom,-0.3276407534235852,low,A029,0.0,77.1368637084961,514,g1/csv/220720/turn_jump_135_002__A029.csv
gender_ankle_rom_jumping_turning_A038,gender,"jumping, turning",ankle_rom,-0.3276407534235852,low,A038,0.0,68.28268051147461,591,g1/csv/220727/jump_sideway_135_003__A038.csv
gender_ankle_rom_jumping_turning_A021,gender,"jumping, turning",ankle_rom,-0.3276407534235852,low,A021,0.0,67.54249382019043,304,g1/csv/220713/jump_sideway_135_002__A021.csv
gender_ankle_rom_jumping_turning_A039,gender,"jumping, turning",ankle_rom,-0.3276407534235852,high,A039,1.0,3.7333496809005737,420,g1/csv/220727/jump_sideway_135_001__A039.csv
gender_ankle_rom_jumping_turning_A025,gender,"jumping, turning",ankle_rom,-0.3276407534235852,high,A025,1.0,8.517926692962646,477,g1/csv/220714/jump_left_004__A025.csv
gender_ankle_rom_jumping_turning_A040,gender,"jumping, turning",ankle_rom,-0.3276407534235852,high,A040,1.0,9.937657833099365,550,g1/csv/220727/jump_sideway_135_001__A040.csv
gender_ankle_rom_jumping_turning_A067,gender,"jumping, turning",ankle_rom,-0.3276407534235852,high,A067,1.0,25.947699546813965,647,g1/csv/221117/turn_jump_270_006__A067.csv
gender_ankle_rom_climbing_box_A049,gender,climbing box,ankle_rom,-0.2074701904442515,low,A049,0.0,77.08418273925781,404,g1/csv/221011/come_down_50cm_box_R_002__A049.csv
gender_ankle_rom_climbing_box_A160,gender,climbing box,ankle_rom,-0.2074701904442515,low,A160,0.0,74.83951187133789,492,g1/csv/230131/come_down_50cm_box_R_003__A160.csv
gender_ankle_rom_climbing_box_A141,gender,climbing box,ankle_rom,-0.2074701904442515,low,A141,0.0,74.36421966552734,512,g1/csv/230124/lift_crate_come_down_50cm_box_R_001__A141.csv
gender_ankle_rom_climbing_box_A165,gender,climbing box,ankle_rom,-0.2074701904442515,low,A165,0.0,73.83324241638184,359,g1/csv/230201/come_down_50cm_box_R_003__A165.csv
gender_ankle_rom_climbing_box_A052,gender,climbing box,ankle_rom,-0.2074701904442515,high,A052,1.0,2.3952618837356567,475,g1/csv/221011/come_up_50cm_box_R_002__A052.csv
gender_ankle_rom_climbing_box_A051,gender,climbing box,ankle_rom,-0.2074701904442515,high,A051,1.0,10.22196340560913,283,g1/csv/221011/come_up_50cm_box_R_002__A051.csv
gender_ankle_rom_climbing_box_A372,gender,climbing box,ankle_rom,-0.2074701904442515,high,A372,1.0,34.968295097351074,206,g1/csv/230516/come_down_50cm_box_R_004__A372.csv
gender_ankle_rom_climbing_box_A367,gender,climbing box,ankle_rom,-0.2074701904442515,high,A367,1.0,36.36091899871826,230,g1/csv/230512/come_down_50cm_box_R_003__A367.csv
gender_ankle_rom_jumping_A415,gender,jumping,ankle_rom,-0.20720194545040996,low,A415,0.0,83.59343338012695,703,g1/csv/230531/jump_over_obstacle_1_5m_L_002__A415.csv
gender_ankle_rom_jumping_A444,gender,jumping,ankle_rom,-0.20720194545040996,low,A444,0.0,82.19084167480469,790,g1/csv/230905/high_jump_R_001__A444.csv
gender_ankle_rom_jumping_A448,gender,jumping,ankle_rom,-0.20720194545040996,low,A448,0.0,81.40532684326172,386,g1/csv/230906/high_jump_R_001__A448.csv
gender_ankle_rom_jumping_A018,gender,jumping,ankle_rom,-0.20720194545040996,low,A018,0.0,80.72240447998047,5939,g1/csv/220705/Jump_Right_002__A018.csv
gender_ankle_rom_jumping_A409,gender,jumping,ankle_rom,-0.20720194545040996,high,A409,1.0,0.2634047418832779,460,g1/csv/230529/jump_ff_360_R_004__A409.csv
gender_ankle_rom_jumping_A408,gender,jumping,ankle_rom,-0.20720194545040996,high,A408,1.0,0.2899652421474457,460,g1/csv/230529/jump_ff_360_R_004__A408.csv
gender_ankle_rom_jumping_A406,gender,jumping,ankle_rom,-0.20720194545040996,high,A406,1.0,0.5712798535823822,460,g1/csv/230529/jump_ff_360_R_004__A406.csv
gender_ankle_rom_jumping_A407,gender,jumping,ankle_rom,-0.20720194545040996,high,A407,1.0,0.9488517343997955,460,g1/csv/230529/jump_ff_360_R_004__A407.csv
gender_ankle_rom_walking_A146,gender,walking,ankle_rom,-0.19116239095653248,low,A146,0.0,85.44041442871094,725,g1/csv/230125/crouch_ff_stop_225_002__A146.csv
gender_ankle_rom_walking_A145,gender,walking,ankle_rom,-0.19116239095653248,low,A145,0.0,85.44041442871094,809,g1/csv/230125/crouch_ff_stop_315_003__A145.csv
gender_ankle_rom_walking_A341,gender,walking,ankle_rom,-0.19116239095653248,low,A341,0.0,80.35676956176758,1826,g1/csv/230420/push_obstacle_180_103__A341.csv
gender_ankle_rom_walking_A125,gender,walking,ankle_rom,-0.19116239095653248,low,A125,0.0,76.46390533447266,809,g1/csv/230119/crouch_ff_loop_360_003__A125.csv
gender_ankle_rom_walking_A035,gender,walking,ankle_rom,-0.19116239095653248,high,A035,1.0,0.6851024925708771,625,g1/csv/220721/walk_backward_stop_001__A035.csv
gender_ankle_rom_walking_A428,gender,walking,ankle_rom,-0.19116239095653248,high,A428,1.0,1.007785588502884,400,g1/csv/230713/quip_270_R_002__A428.csv
gender_ankle_rom_walking_A196,gender,walking,ankle_rom,-0.19116239095653248,high,A196,1.0,1.0111082196235657,1125,g1/csv/230215/idle_crouch_loop_003__A196.csv
gender_ankle_rom_walking_A033,gender,walking,ankle_rom,-0.19116239095653248,high,A033,1.0,1.1113919615745544,620,g1/csv/220721/walk_backward_stop_001__A033.csv
gender_ankle_rom_dancing_A315,gender,dancing,ankle_rom,-0.11703056126238882,low,A315,0.0,84.28318786621094,2993,g1/csv/230412/dance_latino_jive_sequence_R_003__A315.csv
gender_ankle_rom_dancing_A464,gender,dancing,ankle_rom,-0.11703056126238882,low,A464,0.0,82.9260139465332,1309,g1/csv/231006/dance_im_diamond_002__A464.csv
gender_ankle_rom_dancing_A321,gender,dancing,ankle_rom,-0.11703056126238882,low,A321,0.0,81.25242614746094,783,g1/csv/230414/dance_vouge_cat_walk_180_R_002__A321.csv
gender_ankle_rom_dancing_A320,gender,dancing,ankle_rom,-0.11703056126238882,low,A320,0.0,80.82546997070312,826,g1/csv/230413/dance_vouge_cat_walk_variation_180_R_002__A320.csv
gender_ankle_rom_dancing_A467,gender,dancing,ankle_rom,-0.11703056126238882,high,A467,1.0,3.425519347190857,813,g1/csv/231006/dance_wavy_t_003__A467.csv
gender_ankle_rom_dancing_A313,gender,dancing,ankle_rom,-0.11703056126238882,high,A313,1.0,5.175746917724609,350,g1/csv/230412/dance_hiphop_woah_R_002__A313.csv
gender_ankle_rom_dancing_A311,gender,dancing,ankle_rom,-0.11703056126238882,high,A311,1.0,6.284687280654907,278,g1/csv/230412/dance_hiphop_dab_R_003__A311.csv
