instance_id,attribute,task,feature,r,side,actor_uid,attr_value,per_clip_F,n_frames,g1_csv
gender_ankle_rom_dancing_A319,gender,dancing,ankle_rom,-0.11703056126238882,high,A319,1.0,7.612979412078857,272,g1/csv/230413/dance_hiphop_dab_R_fast_002__A319.csv
gender_shoulder_rom_jogging_A029,gender,jogging,shoulder_rom,-0.4750118126185975,low,A029,0.0,292.0634994506836,601,g1/csv/220720/exercise_2__A029.csv
gender_shoulder_rom_jogging_A461,gender,jogging,shoulder_rom,-0.4750118126185975,low,A461,0.0,290.9742431640625,1157,g1/csv/231005/painful_stand_on_stop_jog_ff_270_R_001__A461.csv
gender_shoulder_rom_jogging_A460,gender,jogging,shoulder_rom,-0.4750118126185975,low,A460,0.0,224.88331604003906,1055,g1/csv/231005/painful_stand_on_stop_jog_ff_360_R_001__A460.csv
gender_shoulder_rom_jogging_A030,gender,jogging,shoulder_rom,-0.4750118126185975,low,A030,0.0,216.20213317871094,802,g1/csv/220720/exercise_2__A030.csv
gender_shoulder_rom_jogging_A063,gender,jogging,shoulder_rom,-0.4750118126185975,high,A063,1.0,0.7719888687133789,200,g1/csv/221116/jog_ff_stop_225_004__A063.csv
gender_shoulder_rom_jogging_A096,gender,jogging,shoulder_rom,-0.4750118126185975,high,A096,1.0,1.2949849367141724,526,g1/csv/230102/jog_arc_cw_loop_004__A096.csv
gender_shoulder_rom_jogging_A093,gender,jogging,shoulder_rom,-0.4750118126185975,high,A093,1.0,1.6263281106948853,526,g1/csv/230102/jog_arc_cw_loop_004__A093.csv
gender_shoulder_rom_jogging_A072,gender,jogging,shoulder_rom,-0.4750118126185975,high,A072,1.0,2.1149646043777466,250,g1/csv/221118/jog_ff_start_180_R_004__A072.csv
gender_shoulder_rom_climbing_box_A249,gender,climbing box,shoulder_rom,-0.19686822807729504,low,A249,0.0,217.09886169433594,581,g1/csv/230307/lift_crate_come_up_50cm_box_R_005__A249.csv
gender_shoulder_rom_climbing_box_A252,gender,climbing box,shoulder_rom,-0.19686822807729504,low,A252,0.0,204.65801239013672,339,g1/csv/230307/come_up_50cm_box_R_001__A252.csv
gender_shoulder_rom_climbing_box_A469,gender,climbing box,shoulder_rom,-0.19686822807729504,low,A469,0.0,174.0109748840332,400,g1/csv/231009/come_down_50cm_box_R_002__A469.csv
gender_shoulder_rom_climbing_box_A203,gender,climbing box,shoulder_rom,-0.19686822807729504,low,A203,0.0,164.39925384521484,794,g1/csv/230216/lift_crate_come_up_50cm_box_R_003__A203.csv
gender_shoulder_rom_climbing_box_A052,gender,climbing box,shoulder_rom,-0.19686822807729504,high,A052,1.0,3.174612283706665,475,g1/csv/221011/come_up_50cm_box_R_002__A052.csv
gender_shoulder_rom_climbing_box_A051,gender,climbing box,shoulder_rom,-0.19686822807729504,high,A051,1.0,7.480400323867798,283,g1/csv/221011/come_up_50cm_box_R_002__A051.csv
gender_shoulder_rom_climbing_box_A200,gender,climbing box,shoulder_rom,-0.19686822807729504,high,A200,1.0,14.088861465454102,547,g1/csv/230216/lift_crate_come_down_50cm_box_R_002__A200.csv
gender_shoulder_rom_climbing_box_A297,gender,climbing box,shoulder_rom,-0.19686822807729504,high,A297,1.0,18.839506149291992,522,g1/csv/230322/come_up_50cm_box_R_002__A297.csv
gender_shoulder_rom_gesture_dancing_A235,gender,"gesture, dancing",shoulder_rom,-0.15982560395979187,low,A235,0.0,226.79975128173828,569,g1/csv/230302/lasso_dance_R_001__A235.csv
gender_shoulder_rom_gesture_dancing_A141,gender,"gesture, dancing",shoulder_rom,-0.15982560395979187,low,A141,0.0,202.94044494628906,668,g1/csv/230124/lasso_dance_R_004__A141.csv
gender_shoulder_rom_gesture_dancing_A345,gender,"gesture, dancing",shoulder_rom,-0.15982560395979187,low,A345,0.0,199.27518844604492,719,g1/csv/230424/krakowiak_R_005__A345.csv
gender_shoulder_rom_gesture_dancing_A186,gender,"gesture, dancing",shoulder_rom,-0.15982560395979187,low,A186,0.0,183.6447639465332,611,g1/csv/230213/lasso_dance_R_002__A186.csv
gender_shoulder_rom_gesture_dancing_A406,gender,"gesture, dancing",shoulder_rom,-0.15982560395979187,high,A406,1.0,10.149285793304443,402,g1/csv/230529/kozak_dance_003__A406.csv
gender_shoulder_rom_gesture_dancing_A353,gender,"gesture, dancing",shoulder_rom,-0.15982560395979187,high,A353,1.0,17.904644012451172,494,g1/csv/230425/kozak_dance_001__A353.csv
gender_shoulder_rom_gesture_dancing_A352,gender,"gesture, dancing",shoulder_rom,-0.15982560395979187,high,A352,1.0,25.62362575531006,701,g1/csv/230425/kozak_dance_001__A352.csv
gender_shoulder_rom_gesture_dancing_A407,gender,"gesture, dancing",shoulder_rom,-0.15982560395979187,high,A407,1.0,26.79436683654785,496,g1/csv/230529/kozak_dance_001__A407.csv
gender_shoulder_rom_dancing_A466,gender,dancing,shoulder_rom,-0.12633274697371225,low,A466,0.0,413.4462127685547,1363,g1/csv/231006/dance_reanimated_003__A466.csv
gender_shoulder_rom_dancing_A464,gender,dancing,shoulder_rom,-0.12633274697371225,low,A464,0.0,392.5099639892578,1461,g1/csv/231006/dance_get_gone_005__A464.csv
gender_shoulder_rom_dancing_A320,gender,dancing,shoulder_rom,-0.12633274697371225,low,A320,0.0,385.84735107421875,1303,g1/csv/230413/dance_hiphop_hip_hop_iii_R_001__A320.csv
gender_shoulder_rom_dancing_A316,gender,dancing,shoulder_rom,-0.12633274697371225,low,A316,0.0,380.48033142089844,1613,g1/csv/230413/dance_hiphop_hip_hop_iii_R_002__A316.csv
gender_shoulder_rom_dancing_A309,gender,dancing,shoulder_rom,-0.12633274697371225,high,A309,1.0,10.337559700012207,237,g1/csv/230411/dance_basic_second_entry_position_R_001__A309.csv
gender_shoulder_rom_dancing_A306,gender,dancing,shoulder_rom,-0.12633274697371225,high,A306,1.0,13.010568618774414,367,g1/csv/230411/dance_basic_second_entry_position_R_001__A306.csv
gender_shoulder_rom_dancing_A467,gender,dancing,shoulder_rom,-0.12633274697371225,high,A467,1.0,18.154537677764893,810,g1/csv/231006/dance_waddle_away_002__A467.csv
gender_shoulder_rom_dancing_A055,gender,dancing,shoulder_rom,-0.12633274697371225,high,A055,1.0,18.345520973205566,1716,g1/csv/221012/dancing_routine_1_004__A055.csv
gender_shoulder_rom_jogging_turning_A186,gender,"jogging, turning",shoulder_rom,-0.11582236291827151,low,A186,0.0,272.5774688720703,723,g1/csv/230213/jog_avoid_bump_spin_270_R_012__A186.csv
gender_shoulder_rom_jogging_turning_A188,gender,"jogging, turning",shoulder_rom,-0.11582236291827151,low,A188,0.0,257.3754119873047,840,g1/csv/230213/jog_avoid_bump_spin_270_R_003__A188.csv
gender_shoulder_rom_jogging_turning_A167,gender,"jogging, turning",shoulder_rom,-0.11582236291827151,low,A167,0.0,251.12921142578125,691,g1/csv/230201/jog_avoid_bump_spin_270_R_004__A167.csv
gender_shoulder_rom_jogging_turning_A166,gender,"jogging, turning",shoulder_rom,-0.11582236291827151,low,A166,0.0,245.15509796142578,924,g1/csv/230201/jog_avoid_bump_spin_270_R_005__A166.csv
gender_shoulder_rom_jogging_turning_A463,gender,"jogging, turning",shoulder_rom,-0.11582236291827151,high,A463,1.0,34.418118476867676,428,g1/csv/231005/baby_full_diaper_turn_jog_ff_360_start_R_001__A463.csv
gender_shoulder_rom_jogging_turning_A462,gender,"jogging, turning",shoulder_rom,-0.11582236291827151,high,A462,1.0,41.932044982910156,386,g1/csv/231005/baby_full_diaper_turn_jog_ff_270_start_R_001__A462.csv
gender_shoulder_rom_jogging_turning_A033,gender,"jogging, turning",shoulder_rom,-0.11582236291827151,high,A033,1.0,43.349592208862305,381,g1/csv/220721/turn_start_jog_090_003__A033.csv
gender_shoulder_rom_jogging_turning_A051,gender,"jogging, turning",shoulder_rom,-0.11582236291827151,high,A051,1.0,44.73947715759277,594,g1/csv/221011/turn_jog_270_003__A051.csv
gender_shoulder_rom_walking_turning_A461,gender,"walking, turning",shoulder_rom,-0.11424206303629807,low,A461,0.0,198.15943908691406,1917,g1/csv/231005/painful_stand_on_turn_walk_ff_270_start_R_002__A461.csv
gender_shoulder_rom_walking_turning_A517,gender,"walking, turning",shoulder_rom,-0.11424206303629807,low,A517,0.0,155.75282287597656,573,g1/csv/231116/crutch_turn_walk_270_R_fast_001__A517.csv
gender_shoulder_rom_walking_turning_A460,gender,"walking, turning",shoulder_rom,-0.11424206303629807,low,A460,0.0,153.9079132080078,2005,g1/csv/231005/painful_stand_on_turn_walk_ff_270_start_R_002__A460.csv
gender_shoulder_rom_walking_turning_A516,gender,"walking, turning",shoulder_rom,-0.11424206303629807,low,A516,0.0,136.47852325439453,793,g1/csv/231116/crutch_walk_turn_270_R_fast_001__A516.csv
gender_shoulder_rom_walking_turning_A032,gender,"walking, turning",shoulder_rom,-0.11424206303629807,high,A032,1.0,7.936850309371948,388,g1/csv/220720/walk_backward_start_003__A032.csv
gender_shoulder_rom_walking_turning_A144,gender,"walking, turning",shoulder_rom,-0.11424206303629807,high,A144,1.0,10.163806915283203,754,g1/csv/230124/turn_lift_crate_walk_360_001__A144.csv
gender_shoulder_rom_walking_turning_A463,gender,"walking, turning",shoulder_rom,-0.11424206303629807,high,A463,1.0,11.313387393951416,742,g1/csv/231005/baby_full_diaper_turn_walk_ff_270_start_R_003__A463.csv
gender_shoulder_rom_walking_turning_A202,gender,"walking, turning",shoulder_rom,-0.11424206303629807,high,A202,1.0,11.355089664459229,1071,g1/csv/230216/turn_lift_crate_walk_360_002__A202.csv
gender_shoulder_mean_vel_jogging_A454,gender,jogging,shoulder_mean_vel,-0.4691613998385714,low,A454,0.0,567.2375183105469,233,g1/csv/230907/jog_ff_loop_180_R_very_fast_002__A454.csv
gender_shoulder_mean_vel_jogging_A451,gender,jogging,shoulder_mean_vel,-0.4691613998385714,low,A451,0.0,445.4006805419922,468,g1/csv/230907/jog_arc_cw_loop_R_very_fast_001__A451.csv
gender_shoulder_mean_vel_jogging_A359,gender,jogging,shoulder_mean_vel,-0.4691613998385714,low,A359,0.0,429.43743896484375,493,g1/csv/230509/jog_high_knees_R_loop_001__A359.csv
gender_shoulder_mean_vel_jogging_A452,gender,jogging,shoulder_mean_vel,-0.4691613998385714,low,A452,0.0,425.53749084472656,350,g1/csv/230907/jog_ff_start_360_R_very_fast_001__A452.csv
gender_shoulder_mean_vel_jogging_A096,gender,jogging,shoulder_mean_vel,-0.4691613998385714,high,A096,1.0,1.2421167492866516,526,g1/csv/230102/jog_arc_cw_loop_004__A096.csv
gender_shoulder_mean_vel_jogging_A093,gender,jogging,shoulder_mean_vel,-0.4691613998385714,high,A093,1.0,1.4183660745620728,526,g1/csv/230102/jog_arc_cw_loop_004__A093.csv
gender_shoulder_mean_vel_jogging_A063,gender,jogging,shoulder_mean_vel,-0.4691613998385714,high,A063,1.0,1.5010841488838196,200,g1/csv/221116/jog_ff_stop_225_004__A063.csv
gender_shoulder_mean_vel_jogging_A072,gender,jogging,shoulder_mean_vel,-0.4691613998385714,high,A072,1.0,2.718308448791504,250,g1/csv/221118/jog_ff_start_180_R_004__A072.csv
gender_shoulder_mean_vel_jogging_turning_A029,gender,"jogging, turning",shoulder_mean_vel,-0.31633643730793903,low,A029,0.0,290.9666442871094,437,g1/csv/220720/turn_start_jog_135_004__A029.csv
gender_shoulder_mean_vel_jogging_turning_A094,gender,"jogging, turning",shoulder_mean_vel,-0.31633643730793903,low,A094,0.0,290.2001190185547,308,g1/csv/230102/turn_jog_270_002__A094.csv
gender_shoulder_mean_vel_jogging_turning_A166,gender,"jogging, turning",shoulder_mean_vel,-0.31633643730793903,low,A166,0.0,279.2616195678711,804,g1/csv/230201/jog_avoid_bump_spin_270_R_003__A166.csv
gender_shoulder_mean_vel_jogging_turning_A167,gender,"jogging, turning",shoulder_mean_vel,-0.31633643730793903,low,A167,0.0,268.86708068847656,691,g1/csv/230201/jog_avoid_bump_spin_270_R_004__A167.csv
gender_shoulder_mean_vel_jogging_turning_A025,gender,"jogging, turning",shoulder_mean_vel,-0.31633643730793903,high,A025,1.0,41.13934135437012,751,g1/csv/220714/turn_start_jog_0000_001__A025.csv
gender_shoulder_mean_vel_jogging_turning_A044,gender,"jogging, turning",shoulder_mean_vel,-0.31633643730793903,high,A044,1.0,54.0294303894043,758,g1/csv/220728/turn_start_jog_090_001__A044.csv
gender_shoulder_mean_vel_jogging_turning_A039,gender,"jogging, turning",shoulder_mean_vel,-0.31633643730793903,high,A039,1.0,55.616390228271484,919,g1/csv/220727/turn_start_jog_045_001__A039.csv
gender_shoulder_mean_vel_jogging_turning_A051,gender,"jogging, turning",shoulder_mean_vel,-0.31633643730793903,high,A051,1.0,60.239524841308594,538,g1/csv/221011/turn_jog_360_002__A051.csv
gender_shoulder_mean_vel_climbing_box_A252,gender,climbing box,shoulder_mean_vel,-0.13061318876429723,low,A252,0.0,184.57599639892578,339,g1/csv/230307/come_up_50cm_box_R_001__A252.csv
gender_shoulder_mean_vel_climbing_box_A469,gender,climbing box,shoulder_mean_vel,-0.13061318876429723,low,A469,0.0,144.8349380493164,400,g1/csv/231009/come_down_50cm_box_R_002__A469.csv
gender_shoulder_mean_vel_climbing_box_A281,gender,climbing box,shoulder_mean_vel,-0.13061318876429723,low,A281,0.0,143.16188049316406,349,g1/csv/230316/come_down_50cm_box_R_001__A281.csv
gender_shoulder_mean_vel_climbing_box_A315,gender,climbing box,shoulder_mean_vel,-0.13061318876429723,low,A315,0.0,140.1020050048828,272,g1/csv/230412/come_up_50cm_box_R_001__A315.csv
gender_shoulder_mean_vel_climbing_box_A052,gender,climbing box,shoulder_mean_vel,-0.13061318876429723,high,A052,1.0,2.6708385944366455,475,g1/csv/221011/come_up_50cm_box_R_002__A052.csv
gender_shoulder_mean_vel_climbing_box_A200,gender,climbing box,shoulder_mean_vel,-0.13061318876429723,high,A200,1.0,9.477128028869629,970,g1/csv/230216/lift_crate_come_down_50cm_box_R_003__A200.csv
gender_shoulder_mean_vel_climbing_box_A189,gender,climbing box,shoulder_mean_vel,-0.13061318876429723,high,A189,1.0,12.472111225128174,730,g1/csv/230214/come_up_50cm_box_R_004__A189.csv
gender_shoulder_mean_vel_climbing_box_A253,gender,climbing box,shoulder_mean_vel,-0.13061318876429723,high,A253,1.0,13.038995265960693,1220,g1/csv/230307/come_down_50cm_box_R_004__A253.csv
gender_shoulder_mean_vel_walking_turning_A517,gender,"walking, turning",shoulder_mean_vel,-0.10234110894727104,low,A517,0.0,288.52225494384766,573,g1/csv/231116/crutch_turn_walk_270_R_fast_001__A517.csv
gender_shoulder_mean_vel_walking_turning_A516,gender,"walking, turning",shoulder_mean_vel,-0.10234110894727104,low,A516,0.0,237.46295928955078,571,g1/csv/231116/crutch_turn_walk_270_R_fast_001__A516.csv
gender_shoulder_mean_vel_walking_turning_A029,gender,"walking, turning",shoulder_mean_vel,-0.10234110894727104,low,A029,0.0,140.32146453857422,658,g1/csv/220720/walk_backward_start_004__A029.csv
gender_shoulder_mean_vel_walking_turning_A461,gender,"walking, turning",shoulder_mean_vel,-0.10234110894727104,low,A461,0.0,127.60407638549805,1917,g1/csv/231005/painful_stand_on_turn_walk_ff_270_start_R_002__A461.csv
gender_shoulder_mean_vel_walking_turning_A142,gender,"walking, turning",shoulder_mean_vel,-0.10234110894727104,high,A142,1.0,10.072683334350586,973,g1/csv/230124/turn_lift_crate_walk_270_001__A142.csv
gender_shoulder_mean_vel_walking_turning_A032,gender,"walking, turning",shoulder_mean_vel,-0.10234110894727104,high,A032,1.0,11.187456607818604,388,g1/csv/220720/walk_backward_start_003__A032.csv
gender_shoulder_mean_vel_walking_turning_A163,gender,"walking, turning",shoulder_mean_vel,-0.10234110894727104,high,A163,1.0,11.35950517654419,1805,g1/csv/230131/turn_lift_crate_walk_360_002__A163.csv
gender_shoulder_mean_vel_walking_turning_A144,gender,"walking, turning",shoulder_mean_vel,-0.10234110894727104,high,A144,1.0,12.955817699432373,620,g1/csv/230124/turn_lift_crate_walk_270_002__A144.csv
