row_id,attribute,task,feature,r,candidate,side,actor_uid,attr_value,per_actor_F,per_clip_F,n_frames,g1_csv
gender_jogging_turning_ankle_rom,gender,"jogging, turning",ankle_rom,-0.3554724597052833,extreme,low,A035,1.0,52.484384536743164,52.484384536743164,384,g1/csv/220721/turn_start_jog_135_003__A035.csv
gender_jogging_turning_ankle_rom,gender,"jogging, turning",ankle_rom,-0.3554724597052833,gap,high,A018,0.0,81.20772933959961,81.20772933959961,8683,g1/csv/220705/Turn_Start_Jog_0360_001__A018.csv
gender_jogging_turning_ankle_rom,gender,"jogging, turning",ankle_rom,-0.3554724597052833,gap,low,A055,1.0,39.52326965332031,39.52326965332031,712,g1/csv/221012/turn_jog_360_001__A055.csv
gender_kneeling_waist_mean_vel,gender,kneeling,waist_mean_vel,0.3061768341075431,extreme,high,A099,1.0,32.44943618774414,32.44943618774414,326,g1/csv/230103/kneeling_stop_003__A099.csv
gender_kneeling_waist_mean_vel,gender,kneeling,waist_mean_vel,0.3061768341075431,extreme,low,A244,0.0,13.932272911071777,13.932272911071777,1010,g1/csv/230306/kneeling_start_R_004__A244.csv
gender_kneeling_waist_mean_vel,gender,kneeling,waist_mean_vel,0.3061768341075431,gap,high,A120,1.0,39.43244171142578,39.43244171142578,380,g1/csv/230118/kneeling_start_003__A120.csv
gender_kneeling_waist_mean_vel,gender,kneeling,waist_mean_vel,0.3061768341075431,gap,low,A036,0.0,7.490514755249023,7.490514755249023,1200,g1/csv/220721/kneeling_start_002__A036.csv
gender_jumping_elbow_mean_vel,gender,jumping,elbow_mean_vel,0.22868211735103278,extreme,high,A479,1.0,130.9291229248047,130.9291229248047,261,g1/csv/231011/high_jump_R_opt_2_001__A479.csv
gender_jumping_elbow_mean_vel,gender,jumping,elbow_mean_vel,0.22868211735103278,extreme,low,A476,0.0,70.91961288452148,70.91961288452148,374,g1/csv/231011/high_jump_R_opt_2_001__A476.csv
gender_jumping_elbow_mean_vel,gender,jumping,elbow_mean_vel,0.22868211735103278,gap,high,A117,1.0,211.2289276123047,211.2289276123047,495,g1/csv/230112/exercise_1_001__A117.csv
gender_jumping_elbow_mean_vel,gender,jumping,elbow_mean_vel,0.22868211735103278,gap,low,A042,0.0,20.035282135009766,20.035282135009766,785,g1/csv/220728/exercise_1_003__A042.csv
gender_gesture_dancing_waist_rom,gender,"gesture, dancing",waist_rom,-0.22646470631508006,extreme,high,A098,0.0,41.747318267822266,41.747318267822266,872,g1/csv/230103/kozak_dance_001__A098.csv
gender_gesture_dancing_waist_rom,gender,"gesture, dancing",waist_rom,-0.22646470631508006,extreme,low,A408,1.0,34.674869537353516,34.674869537353516,503,g1/csv/230529/kozak_dance_003__A408.csv
gender_gesture_dancing_waist_rom,gender,"gesture, dancing",waist_rom,-0.22646470631508006,gap,high,A140,0.0,71.77677154541016,71.77677154541016,675,g1/csv/230124/lasso_dance_R_006__A140.csv
gender_gesture_dancing_waist_rom,gender,"gesture, dancing",waist_rom,-0.22646470631508006,gap,low,A275,1.0,22.1954288482666,22.1954288482666,660,g1/csv/230315/lasso_dance_R_003__A275.csv
gender_standing_shoulder_rom,gender,standing,shoulder_rom,-0.1784650471905635,extreme,high,A460,0.0,185.97991943359375,185.97991943359375,3140,g1/csv/231005/looking_for_something_around_ground_R_001__A460.csv
gender_standing_shoulder_rom,gender,standing,shoulder_rom,-0.1784650471905635,extreme,low,A463,1.0,69.8303337097168,69.8303337097168,2297,g1/csv/231005/looking_for_something_around_ground_R_001__A463.csv
gender_standing_shoulder_rom,gender,standing,shoulder_rom,-0.1784650471905635,gap,high,A461,0.0,194.33806610107422,194.33806610107422,3111,g1/csv/231005/looking_for_something_around_ground_R_001__A461.csv
gender_standing_shoulder_rom,gender,standing,shoulder_rom,-0.1784650471905635,gap,low,A463,1.0,69.8303337097168,69.8303337097168,2297,g1/csv/231005/looking_for_something_around_ground_R_001__A463.csv
gender_jumping_turning_waist_peak_vel,gender,"jumping, turning",waist_peak_vel,0.15702708790383973,extreme,high,A033,1.0,236.0987091064453,236.0987091064453,328,g1/csv/220721/turn_jump_090_001__A033.csv
gender_jumping_turning_waist_peak_vel,gender,"jumping, turning",waist_peak_vel,0.15702708790383973,extreme,low,A042,0.0,124.0368881225586,124.0368881225586,660,g1/csv/220728/turn_jump_090_003__A042.csv
gender_jumping_turning_waist_peak_vel,gender,"jumping, turning",waist_peak_vel,0.15702708790383973,gap,high,A043,1.0,334.981201171875,334.981201171875,291,g1/csv/220728/turn_jump_090_003__A043.csv
gender_jumping_turning_waist_peak_vel,gender,"jumping, turning",waist_peak_vel,0.15702708790383973,gap,low,A041,0.0,95.76322937011719,95.76322937011719,588,g1/csv/220728/turn_jump_090_002__A041.csv
gender_walking_root_translate_peak_vel,gender,walking,root_translate_peak_vel,-0.14684637150531568,extreme,high,A493,0.0,182.00262451171875,182.00262451171875,425,g1/csv/231024/walk_the_dog_ff_270_pull_leash_R_001__A493.csv
gender_walking_root_translate_peak_vel,gender,walking,root_translate_peak_vel,-0.14684637150531568,extreme,low,A479,1.0,83.94058227539062,83.94058227539062,398,g1/csv/231011/walk_the_dog_ff_270_loop_R_001__A479.csv
gender_walking_root_translate_peak_vel,gender,walking,root_translate_peak_vel,-0.14684637150531568,gap,high,A071,0.0,272.1685791015625,272.1685791015625,733,g1/csv/221118/walk_hands_on_back_stop_003__A071.csv
gender_walking_root_translate_peak_vel,gender,walking,root_translate_peak_vel,-0.14684637150531568,gap,low,A217,1.0,62.17839813232422,62.17839813232422,832,g1/csv/230223/walk_hands_on_back_180_stop_R_002__A217.csv
